Date,Open,High,Low,Close,Volume
2025-08-13,9.2,9.96,9.2,9.895,11561
2025-08-14,9.38,9.54,9.27,9.475,8155
2025-08-15,9.6,9.6,9.33,9.4,5015
2025-08-18,9.42,9.66,9.39,9.64,10756
2025-08-20,9.49,9.54,9.32,9.44,7683
2025-08-21,9.11,9.28,9.04,9.25,12687
2025-08-22,9.43,10.1,9.42,9.945,15631
2025-08-25,9.83,9.85,9.69,9.73,16403
2025-08-26,9.7,9.85,9.6,9.71,11375
2025-08-27,9.79,10.225,9.79,10.21,10029
2025-08-28,10.47,10.47,9.805,9.95,12567
2025-08-29,9.85,9.93,9.52,9.53,5865
2025-09-02,9.25,9.59,9.25,9.58,27202
2025-09-03,9.705,9.74,9.61,9.715,8663
2025-09-04,9.94,10.48,9.94,10.47,22377
2025-09-05,10.58,10.685,10.38,10.62,23872
2025-09-08,10.44,10.66,10.33,10.66,25965
2025-09-09,10.36,10.42,10.14,10.39,7107
2025-09-10,10.32,10.32,10.135,10.265,7424
2025-09-11,10.46,10.88,10.46,10.88,10851
2025-09-12,10.64,10.64,10.135,10.135,5031
2025-09-15,10.23,10.59,10.22,10.545,10773
2025-09-16,10.5,10.575,10.2,10.535,6340
2025-09-17,10.73,11.21,10.575,10.575,7601
2025-09-22,10.43,10.43,10.14,10.26,6174
2025-09-23,10.34,10.6,10.33,10.35,9635
2025-09-24,10.51,10.66,10.395,10.43,4764
2025-09-25,9.97,9.98,9.79,9.92,6820
2025-09-26,10.0,10.22,9.94,10.185,5716
2025-09-29,10.15,10.27,9.91,10.27,6561
2025-09-30,10.18,10.205,9.78,10.055,6282
2025-10-01,10.04,10.24,9.9,10.135,3501
2025-10-03,10.355,10.56,10.305,10.305,9056
2025-10-06,10.04,10.11,9.74,9.74,7964
2025-10-07,9.67,9.71,9.26,9.325,7111
2025-10-08,9.365,9.52,9.33,9.46,5060
2025-10-09,9.36,9.36,9.08,9.1,4997
2025-10-10,9.09,9.11,8.26,8.28,15685
2025-10-13,8.68,9.08,8.68,9.07,7692
2025-10-14,8.83,9.64,8.8,9.52,8749
2025-10-15,9.69,9.99,9.54,9.57,14892
2025-10-16,9.5,9.57,9.0,9.16,9205
2025-10-17,9.13,9.24,9.08,9.17,16364
2025-10-20,9.38,9.5,9.35,9.43,6603
2025-10-21,9.33,9.77,9.3,9.62,5029
2025-10-22,9.57,9.59,9.28,9.465,16231
2025-10-23,9.345,9.58,9.3,9.52,7463
2025-10-24,9.745,9.79,9.395,9.405,10371
2025-10-27,9.69,9.85,9.59,9.62,7454
2025-10-28,9.43,9.85,9.43,9.61,7695
2025-10-29,9.435,9.445,8.81,8.945,11151
2025-10-30,8.59,8.6,8.17,8.205,26418
2025-10-31,8.03,8.205,7.95,8.155,12278
2025-11-03,8.02,8.17,7.865,8.155,9557
2025-11-04,7.89,7.95,7.77,7.81,5683
2025-11-05,7.795,8.47,7.76,8.195,19154
2025-11-06,7.76,7.83,7.435,7.445,11087
2025-11-07,7.36,7.86,7.36,7.76,11027
2025-11-10,7.79,7.92,7.7,7.855,8471
2025-11-11,8.01,8.16,7.955,8.07,8840
2025-11-12,8.26,8.45,8.21,8.22,10421
2025-11-13,8.41,8.42,7.875,7.92,6376
2025-11-14,7.745,7.88,7.67,7.76,9112
2025-11-17,7.665,7.85,7.33,7.38,14449
2025-11-18,7.2,7.51,7.19,7.39,11650
2025-11-19,7.35,7.465,7.2,7.275,6507
2025-11-20,7.46,7.555,6.99,6.99,19480
2025-11-21,7.29,7.83,7.29,7.685,28059
2025-11-24,7.7,7.8,7.54,7.57,15984
2025-11-25,8.07,8.72,7.93,8.605,13986
2025-11-26,8.75,9.14,8.75,9.01,14213
2025-12-01,8.84,9.28,8.84,9.055,16750
2025-12-02,8.925,9.01,8.83,8.935,16813
2025-12-03,9.08,9.465,9.08,9.31,12479
2025-12-04,9.465,9.47,8.995,9.195,15343
2025-12-05,9.32,9.795,9.31,9.54,10957
2025-12-08,9.55,9.62,9.36,9.46,9260
2025-12-10,9.66,10.22,9.66,10.12,9729
2025-12-11,10.37,10.5,10.25,10.37,12071
2025-12-12,10.46,10.5,10.03,10.11,78553
2025-12-16,10.1,10.14,9.72,9.86,7496
2025-12-17,9.965,10.16,9.83,9.845,23466
2025-12-18,10.12,10.28,9.865,9.865,11563
2025-12-19,9.805,9.94,9.77,9.915,17183
