Date,Open,High,Low,Close,Volume
2025-02-10,82.115,82.8,80.84,81.16,8026
2025-02-12,76.58,77.97,74.73,77.77,26579
2025-02-13,79.98,80.9,77.8,80.48,14664
2025-02-18,79.1,79.86,76.52,78.45,7040
2025-02-19,71.38,75.26,71.38,74.72,9565
2025-02-21,74.44,74.44,68.28,69.9,17664
2025-02-24,70.055,70.055,67.04,68.73,4979
2025-02-25,69.94,76.3,69.94,75.34,11993
2025-02-26,73.87,74.99,72.34,72.49,5311
2025-02-27,72.23,73.83,69.39,69.39,7242
2025-02-28,69.905,70.95,68.21,70.59,5709
2025-03-03,71.03,71.785,65.85,66.54,8581
2025-03-04,64.51,68.55,63.08,65.62,6739
2025-03-06,71.1,73.72,71.1,73.3,5113
2025-03-11,70.81,71.0,66.21,67.26,4480
2025-03-13,64.62,64.71,59.5,59.5,7086
2025-03-14,61.66,62.66,60.29,62.66,3762
2025-03-21,60.59,62.445,59.64,62.445,8015
2025-03-24,65.44,68.03,65.41,67.98,5020
2025-04-03,56.01,56.01,52.09,53.44,6120
2025-04-04,50.53,60.59,50.53,58.27,30485
2025-04-07,50.05,55.34,48.575,49.48,15320
2025-04-08,52.01,52.35,43.36,43.46,8713
2025-04-09,40.92,53.67,40.06,52.56,12667
2025-04-10,50.17,50.19,43.25,47.55,7152
2025-04-11,45.84,49.16,43.79,49.09,8800
2025-04-22,47.64,50.88,47.64,50.88,3485
2025-04-29,51.435,52.85,50.52,52.28,3240
2025-04-30,49.84,53.22,49.11,53.22,5886
2025-05-07,51.765,52.12,50.67,50.75,6164
2025-05-08,52.815,55.08,52.3,53.76,6296
2025-05-12,59.65,61.96,57.11,59.44,8409
2025-05-14,58.6,58.6,54.17,54.17,7358
2025-05-15,54.12,55.59,52.55,55.59,7193
2025-05-20,56.265,56.665,53.52,53.91,5739
2025-05-21,52.93,53.04,48.97,49.37,19426
2025-05-22,48.25,49.22,47.22,48.51,8096
2025-05-28,49.32,49.34,46.58,46.58,6991
2025-05-29,47.49,48.185,46.15,47.6,7824
2025-06-02,45.41,45.44,43.47,45.44,6990
2025-06-03,45.625,48.15,45.21,47.96,5273
2025-06-04,49.36,51.36,48.91,50.98,3689
2025-06-05,50.13,51.75,49.625,50.675,4963
2025-06-06,51.32,51.32,48.99,48.99,6651
2025-06-09,49.515,51.2,49.18,50.64,9796
2025-06-10,51.88,54.72,51.18,54.57,11664
2025-06-11,56.32,57.38,51.6,51.69,15122
2025-06-12,49.97,53.01,49.97,52.63,6375
2025-06-13,51.28,51.76,47.255,47.98,9321
2025-06-16,49.13,49.8,47.62,48.71,8565
2025-06-17,48.78,50.7,44.57,44.75,30793
2025-06-18,44.18,46.78,44.18,44.73,7966
2025-06-20,45.85,47.88,45.83,47.65,11503
2025-06-23,47.68,52.35,46.93,52.13,9622
2025-06-24,51.91,53.91,51.21,53.32,6728
2025-06-25,52.095,52.095,50.19,50.83,7027
2025-06-26,50.67,51.56,49.51,51.47,5761
2025-06-27,52.34,54.61,51.73,53.09,4581
2025-07-01,52.62,63.02,52.62,59.59,22324
2025-07-02,60.58,61.99,59.28,61.44,14690
2025-07-03,61.43,61.43,57.93,58.36,8712
2025-07-07,58.53,58.53,54.75,55.92,4893
2025-07-08,55.835,58.62,55.15,57.08,8297
2025-07-09,58.0,63.55,57.96,63.19,13072
2025-07-10,62.51,67.25,62.38,64.92,14060
2025-07-11,62.74,63.46,61.85,62.32,15448
2025-07-14,61.99,61.99,58.42,60.695,11665
2025-07-15,61.93,62.25,53.74,53.74,22597
2025-07-16,54.73,55.48,52.2,54.99,16113
2025-07-17,54.71,56.56,54.71,56.21,7215
2025-07-18,57.275,57.275,53.8,55.095,12192
2025-07-21,56.015,56.54,54.34,54.71,9336
2025-07-22,59.62,67.69,59.62,67.41,37401
2025-07-23,69.56,69.56,66.51,66.68,9159
2025-07-24,65.64,66.15,62.23,62.645,7254
2025-07-25,63.28,63.89,61.21,63.89,13824
2025-07-28,63.915,65.67,61.89,64.35,11125
2025-07-29,64.22,64.84,62.83,64.06,8802
2025-07-30,63.73,64.04,58.16,59.29,11154
2025-07-31,57.47,59.83,57.3,58.02,9419
2025-08-01,59.62,62.96,58.75,62.7,21239
2025-08-04,63.36,66.28,63.01,66.21,9303
2025-08-05,66.44,70.98,66.44,69.22,6478
2025-08-06,69.61,70.92,67.975,67.975,10770
2025-08-07,70.83,72.79,68.67,68.84,15619
2025-08-08,68.97,70.56,68.81,69.77,11237
2025-08-11,70.48,71.5,65.88,68.3,8453
2025-08-12,69.88,74.99,68.46,74.87,16350
2025-08-13,77.065,86.04,76.645,84.89,11465
2025-08-14,78.22,81.32,78.22,81.31,24932
2025-08-15,84.03,84.03,79.91,81.26,16831
2025-08-18,81.01,82.61,79.94,80.13,8857
2025-08-19,82.055,86.055,82.055,83.95,5712
2025-08-20,84.145,85.29,77.54,77.74,16085
2025-08-21,75.33,76.37,73.32,75.89,8939
2025-08-22,76.62,88.94,75.945,87.64,42459
2025-08-25,86.235,86.235,83.81,84.655,15211
2025-08-26,83.15,84.59,82.795,83.06,9633
2025-08-28,82.03,82.44,80.12,82.44,5138
2025-08-29,81.91,83.43,80.665,82.07,9288
2025-09-02,78.55,81.67,78.13,80.75,6658
2025-09-03,80.0,84.19,80.0,82.83,8649
2025-09-04,84.78,90.34,84.78,90.16,7457
2025-09-05,96.645,98.46,93.35,95.66,14842
2025-09-08,94.64,96.91,92.77,96.79,8533
2025-09-09,94.17,94.17,86.21,87.46,26437
2025-09-10,88.01,89.15,85.21,86.68,18736
2025-09-11,88.935,93.65,88.935,93.485,9655
2025-09-12,90.57,92.05,87.845,88.26,16807
2025-09-15,87.41,87.41,82.85,84.475,16768
2025-09-16,84.51,84.51,80.67,83.5,14165
2025-09-17,84.68,91.555,78.91,80.68,52859
2025-09-18,80.175,82.43,78.9,81.9,18785
2025-09-19,78.835,80.39,76.88,77.26,14528
2025-09-22,76.045,76.045,71.79,72.6,18375
2025-09-23,74.07,74.46,71.5,73.0,10019
2025-09-24,72.355,75.66,72.0,73.31,21800
2025-09-25,73.25,73.85,70.0,70.22,16954
2025-09-26,71.32,73.49,70.6,72.89,5994
2025-09-29,73.55,74.42,71.83,73.96,8950
2025-09-30,73.82,74.27,70.91,73.35,11160
2025-10-01,74.26,75.28,73.4,75.19,11836
2025-10-02,74.905,75.83,72.83,75.47,8507
2025-10-03,76.19,78.86,76.19,77.62,21190
2025-10-06,78.175,78.175,72.2,72.73,23629
2025-10-07,69.72,70.15,65.49,65.94,43759
2025-10-08,66.725,66.725,63.41,65.96,25790
2025-10-09,64.975,64.975,60.23,61.03,34734
2025-10-10,61.88,62.27,58.47,58.6,40600
2025-10-13,59.04,59.765,58.27,59.23,17484
2025-10-14,57.82,65.33,57.82,65.03,40586
2025-10-15,65.39,67.2,64.42,64.67,10633
2025-10-16,64.8,64.8,61.69,63.56,14264
2025-10-17,63.3,64.9,62.9,64.9,11752
2025-10-20,66.08,66.96,64.9,65.59,6007
2025-10-21,62.07,69.95,62.02,69.02,20662
2025-10-22,68.18,69.15,65.49,65.56,22126
2025-10-23,65.57,67.16,64.54,66.465,13022
2025-10-24,69.07,69.305,65.875,65.88,11894
2025-10-27,66.24,67.57,65.72,65.94,8642
2025-10-28,61.46,66.96,60.69,65.005,34387
2025-10-29,63.755,65.135,58.28,59.28,58649
2025-10-30,58.415,62.05,58.415,58.505,27012
2025-10-31,57.49,59.15,57.25,59.15,15676
2025-11-03,57.29,57.29,54.855,55.775,21594
2025-11-04,54.55,56.65,54.04,56.03,17436
2025-11-05,56.0,56.63,53.74,55.02,18784
2025-11-06,54.815,54.91,53.76,54.11,12420
2025-11-07,53.78,55.36,53.295,55.35,19659
2025-11-10,55.19,56.4,53.9,55.81,20556
2025-11-11,56.57,57.83,55.9,57.225,11178
2025-11-12,57.225,59.01,56.41,56.72,14554
2025-11-13,55.35,57.6,53.83,53.845,21599
2025-11-14,53.85,55.12,52.635,52.68,17662
2025-11-17,52.2,52.27,47.69,47.71,35241
2025-11-18,46.13,48.27,45.245,47.415,29597
2025-11-19,48.46,48.46,46.85,47.4,18631
2025-11-20,48.305,49.44,46.86,47.3,15954
2025-11-21,48.645,55.675,48.64,54.42,40542
2025-11-24,53.57,54.74,51.89,53.52,20089
2025-11-25,55.1,61.65,55.02,61.09,39949
2025-11-26,60.255,64.62,60.255,63.48,19501
2025-11-28,63.3,63.58,62.54,63.54,14911
2025-12-01,61.19,65.15,61.19,62.9,14567
2025-12-02,62.84,63.57,61.01,62.57,13254
2025-12-03,63.2,66.92,63.2,66.305,17904
2025-12-04,66.37,66.725,61.78,62.15,24337
2025-12-05,61.77,63.425,60.84,60.88,11710
2025-12-08,60.56,60.57,56.89,57.12,32000
2025-12-09,55.53,56.97,54.14,54.29,32683
2025-12-10,55.39,59.97,55.39,59.61,29742
2025-12-11,60.4,63.3,60.36,60.53,20731
2025-12-12,61.27,61.93,59.11,59.92,20900
2025-12-15,61.105,61.495,58.65,59.72,13715
2025-12-16,59.69,60.17,56.49,57.79,18066
2025-12-17,55.61,57.91,54.94,55.87,34604
